seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha
307,5,3,2,7,2,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
2083,50,3,2,6,46,5000,1.0,27,10,Mu1-const,XRAI_2.000000,0.6
1387,25,3,2,7,20,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
329,10,3,2,5,7,200,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
7477,25,5,2,17,24,1250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
386,5,3,2,8,4,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
2737,50,3,2,7,33,5000,1.0,29,7,Mu1-const,XRAI_2.000000,0.6
1766,25,3,2,8,11,1250,1.0,12,0,Mu1-const,XRAI_2.000000,0.6
443,10,3,2,6,9,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
8358,25,5,2,18,39,1250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
475,5,3,2,9,1,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
3491,50,3,2,8,52,5000,1.0,28,6,Mu1-const,XRAI_2.000000,0.6
2195,25,3,2,9,27,1250,1.0,12,0,Mu1-const,XRAI_2.000000,0.6
577,10,3,2,7,12,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
9289,25,5,2,19,45,1250,1.0,12,0,Mu1-const,XRAI_2.000000,0.6
574,5,3,2,10,2,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
4345,50,3,2,9,43,5000,1.0,30,12,Mu1-const,XRAI_2.000000,0.6
731,10,3,2,8,4,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
10270,25,5,2,20,36,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
683,5,3,2,11,5,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1383,10,1,10,6,1000,1000,0.95031,3,0,Mu1-const,XRAI_2.000000,0.6
5299,50,3,2,10,45,5000,1.0,27,4,Mu1-const,XRAI_2.000000,0.6
905,10,3,2,9,13,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
11301,25,5,2,21,38,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
802,5,3,2,12,5,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
6353,50,3,2,11,45,5000,1.0,28,8,Mu1-const,XRAI_2.000000,0.6
1099,10,3,2,10,13,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
12382,25,5,2,22,19,1250,1.0,10,0,Mu1-const,XRAI_2.000000,0.6
931,5,3,2,13,2,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
7507,50,3,2,12,81,5000,1.0,30,3,Mu1-const,XRAI_2.000000,0.6
1313,10,3,2,11,12,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
13513,25,5,2,23,49,1250,1.0,11,0,Mu1-const,XRAI_2.000000,0.6
1070,5,3,2,14,2,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
8761,50,3,2,13,56,5000,1.0,30,9,Mu1-const,XRAI_2.000000,0.6
1547,10,3,2,12,13,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
14694,25,5,2,24,22,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
1219,5,3,2,15,2,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
10115,50,3,2,14,40,5000,1.0,27,6,Mu1-const,XRAI_2.000000,0.6
1801,10,3,2,13,6,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
15925,25,5,2,25,40,1250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
1378,5,3,2,16,2,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
11569,50,3,2,15,59,5000,1.0,29,4,Mu1-const,XRAI_2.000000,0.6
2075,10,3,2,14,7,200,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
17206,25,5,2,26,40,1250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
1547,5,3,2,17,4,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
13123,50,3,2,16,35,5000,1.0,28,7,Mu1-const,XRAI_2.000000,0.6
2369,10,3,2,15,9,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
18537,25,5,2,27,31,1250,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
1726,5,3,2,18,1,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1515,10,1,10,7,1000,1000,0.947622,3,1,Mu1-const,XRAI_2.000000,0.6
14777,50,3,2,17,52,5000,1.0,31,7,Mu1-const,XRAI_2.000000,0.6
2683,10,3,2,16,13,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
19918,25,5,2,28,28,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
1915,5,3,2,19,2,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
16531,50,3,2,18,30,5000,1.0,23,10,Mu1-const,XRAI_2.000000,0.6
3017,10,3,2,17,5,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
21349,25,5,2,29,20,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
2114,5,3,2,20,4,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
18385,50,3,2,19,38,5000,1.0,27,8,Mu1-const,XRAI_2.000000,0.6
3371,10,3,2,18,6,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
2323,5,3,2,21,4,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
225,25,10,2,0,82,1250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
20339,50,3,2,20,49,5000,1.0,28,4,Mu1-const,XRAI_2.000000,0.6
3745,10,3,2,19,3,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
2542,5,3,2,22,1,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
261,25,10,2,1,23,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
22393,50,3,2,21,49,5000,1.0,28,8,Mu1-const,XRAI_2.000000,0.6
4139,10,3,2,20,5,200,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
2771,5,3,2,23,1,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
347,25,10,2,2,38,1250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
24547,50,3,2,22,57,5000,1.0,28,7,Mu1-const,XRAI_2.000000,0.6
4553,10,3,2,21,4,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
3010,5,3,2,24,3,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
483,25,10,2,3,31,1250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
4987,10,3,2,22,12,200,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
26801,50,3,2,23,111,5000,1.0,32,8,Mu1-const,XRAI_2.000000,0.6
3259,5,3,2,25,4,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
669,25,10,2,4,32,1250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
5441,10,3,2,23,5,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
1667,10,1,10,8,1000,1000,0.95031,1,0,Mu1-const,XRAI_2.000000,0.6
29155,50,3,2,24,38,5000,1.0,24,9,Mu1-const,XRAI_2.000000,0.6
3518,5,3,2,26,1,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
905,25,10,2,5,49,1250,1.0,7,0,Mu1-const,XRAI_2.000000,0.6
5915,10,3,2,24,4,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
10099,50,3,10,10,1155,25000,1.0,28,7,Mu1-const,XRAI_2.000000,0.6
31609,50,3,2,25,26,5000,1.0,32,6,Mu1-const,XRAI_2.000000,0.6
3787,5,3,2,27,2,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1191,25,10,2,6,18,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
6409,10,3,2,25,5,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
34163,50,3,2,26,59,5000,1.0,33,8,Mu1-const,XRAI_2.000000,0.6
4066,5,3,2,28,3,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1527,25,10,2,7,40,1250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
6923,10,3,2,26,6,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
36817,50,3,2,27,43,5000,1.0,32,9,Mu1-const,XRAI_2.000000,0.6
4355,5,3,2,29,4,50,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1913,25,10,2,8,19,1250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
7457,10,3,2,27,7,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
39571,50,3,2,28,26,5000,1.0,24,8,Mu1-const,XRAI_2.000000,0.6
2349,25,10,2,9,33,1250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
8011,10,3,2,28,9,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
42425,50,3,2,29,34,5000,1.0,23,8,Mu1-const,XRAI_2.000000,0.6
2835,25,10,2,10,23,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
8585,10,3,2,29,3,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
275,50,5,2,0,58,5000,1.0,20,0,Mu1-const,XRAI_2.000000,0.6
3371,25,10,2,11,19,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
514,5,3,10,0,250,250,0.947295,0,0,Mu1-const,XRAI_2.000000,0.6
75,10,5,2,0,11,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
331,50,5,2,1,51,5000,1.0,24,0,Mu1-const,XRAI_2.000000,0.6
3957,25,10,2,12,27,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
91,10,5,2,1,12,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1839,10,1,10,9,1000,1000,0.947622,2,0,Mu1-const,XRAI_2.000000,0.6
487,50,5,2,2,78,5000,1.0,24,0,Mu1-const,XRAI_2.000000,0.6
4593,25,10,2,13,61,1250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
127,10,5,2,2,5,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
523,5,3,10,1,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
743,50,5,2,3,50,5000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
5279,25,10,2,14,19,1250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
183,10,5,2,3,5,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1099,50,5,2,4,77,5000,1.0,30,2,Mu1-const,XRAI_2.000000,0.6
6015,25,10,2,15,46,1250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
259,10,5,2,4,4,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
1555,50,5,2,5,74,5000,1.0,27,1,Mu1-const,XRAI_2.000000,0.6
542,5,3,10,2,188,250,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
6801,25,10,2,16,51,1250,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
355,10,5,2,5,12,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
2111,50,5,2,6,35,5000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
7637,25,10,2,17,51,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
471,10,5,2,6,7,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
8523,25,10,2,18,27,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
2767,50,5,2,7,73,5000,1.0,26,1,Mu1-const,XRAI_2.000000,0.6
607,10,5,2,7,3,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
9459,25,10,2,19,32,1250,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
571,5,3,10,3,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
763,10,5,2,8,8,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
3523,50,5,2,8,60,5000,1.0,21,1,Mu1-const,XRAI_2.000000,0.6
10445,25,10,2,20,40,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
939,10,5,2,9,5,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
4379,50,5,2,9,53,5000,1.0,27,0,Mu1-const,XRAI_2.000000,0.6
11481,25,10,2,21,56,1250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
1135,10,5,2,10,5,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
2031,10,1,10,10,1000,1000,0.953151,2,1,Mu1-const,XRAI_2.000000,0.6
5335,50,5,2,10,23,5000,1.0,11,0,Mu1-const,XRAI_2.000000,0.6
12567,25,10,2,22,38,1250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
1351,10,5,2,11,7,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
610,5,3,10,4,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
13703,25,10,2,23,24,1250,1.0,7,0,Mu1-const,XRAI_2.000000,0.6
6391,50,5,2,11,78,5000,1.0,28,0,Mu1-const,XRAI_2.000000,0.6
1587,10,5,2,12,6,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
14889,25,10,2,24,20,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
7547,50,5,2,12,46,5000,1.0,15,0,Mu1-const,XRAI_2.000000,0.6
1843,10,5,2,13,8,200,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
16125,25,10,2,25,48,1250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
8803,50,5,2,13,35,5000,1.0,23,0,Mu1-const,XRAI_2.000000,0.6
2119,10,5,2,14,5,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
659,5,3,10,5,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
17411,25,10,2,26,28,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
10159,50,5,2,14,32,5000,1.0,22,0,Mu1-const,XRAI_2.000000,0.6
2415,10,5,2,15,13,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
18747,25,10,2,27,34,1250,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
2731,10,5,2,16,23,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
11615,50,5,2,15,72,5000,1.0,26,0,Mu1-const,XRAI_2.000000,0.6
20133,25,10,2,28,22,1250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
3067,10,5,2,17,13,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
13171,50,5,2,16,31,5000,1.0,27,0,Mu1-const,XRAI_2.000000,0.6
21569,25,10,2,29,22,1250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
718,5,3,10,6,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
3423,10,5,2,18,10,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
14827,50,5,2,17,93,5000,1.0,28,0,Mu1-const,XRAI_2.000000,0.6
3799,10,5,2,19,6,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
2243,10,1,10,11,1000,1000,0.953151,3,1,Mu1-const,XRAI_2.000000,0.6
4195,10,5,2,20,10,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
16583,50,5,2,18,61,5000,1.0,22,0,Mu1-const,XRAI_2.000000,0.6
4611,10,5,2,21,3,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
5047,10,5,2,22,4,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
18439,50,5,2,19,64,5000,1.0,26,0,Mu1-const,XRAI_2.000000,0.6
787,5,3,10,7,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
5503,10,5,2,23,9,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
20395,50,5,2,20,60,5000,1.0,28,2,Mu1-const,XRAI_2.000000,0.6
5979,10,5,2,24,11,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
22451,50,5,2,21,47,5000,1.0,20,0,Mu1-const,XRAI_2.000000,0.6
6475,10,5,2,25,12,200,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
6991,10,5,2,26,6,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
24607,50,5,2,22,79,5000,1.0,29,0,Mu1-const,XRAI_2.000000,0.6
7527,10,5,2,27,9,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
866,5,3,10,8,250,250,0.93545,0,0,Mu1-const,XRAI_2.000000,0.6
8083,10,5,2,28,15,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
26863,50,5,2,23,111,5000,1.0,26,0,Mu1-const,XRAI_2.000000,0.6
8659,10,5,2,29,4,200,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
29219,50,5,2,24,90,5000,1.0,22,0,Mu1-const,XRAI_2.000000,0.6
31675,50,5,2,25,42,5000,1.0,18,0,Mu1-const,XRAI_2.000000,0.6
955,5,3,10,9,250,250,0.947295,0,0,Mu1-const,XRAI_2.000000,0.6
34231,50,5,2,26,56,5000,1.0,28,2,Mu1-const,XRAI_2.000000,0.6
36887,50,5,2,27,33,5000,1.0,21,0,Mu1-const,XRAI_2.000000,0.6
39643,50,5,2,28,43,5000,1.0,29,3,Mu1-const,XRAI_2.000000,0.6
2475,10,1,10,12,1000,1000,0.95031,2,0,Mu1-const,XRAI_2.000000,0.6
1054,5,3,10,10,175,250,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
42499,50,5,2,29,68,5000,1.0,25,1,Mu1-const,XRAI_2.000000,0.6
350,50,10,2,0,47,5000,1.0,13,0,Mu1-const,XRAI_2.000000,0.6
411,50,10,2,1,56,5000,1.0,20,0,Mu1-const,XRAI_2.000000,0.6
1163,5,3,10,11,178,250,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
572,50,10,2,2,105,5000,1.0,18,0,Mu1-const,XRAI_2.000000,0.6
833,50,10,2,3,99,5000,1.0,17,0,Mu1-const,XRAI_2.000000,0.6
1194,50,10,2,4,96,5000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
1282,5,3,10,12,250,250,0.947295,0,0,Mu1-const,XRAI_2.000000,0.6
1655,50,10,2,5,101,5000,1.0,25,0,Mu1-const,XRAI_2.000000,0.6
2216,50,10,2,6,132,5000,1.0,18,0,Mu1-const,XRAI_2.000000,0.6
2877,50,10,2,7,141,5000,1.0,21,0,Mu1-const,XRAI_2.000000,0.6
1411,5,3,10,13,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
2727,10,1,10,13,1000,1000,0.947622,1,0,Mu1-const,XRAI_2.000000,0.6
3638,50,10,2,8,87,5000,1.0,23,0,Mu1-const,XRAI_2.000000,0.6
4499,50,10,2,9,95,5000,1.0,18,0,Mu1-const,XRAI_2.000000,0.6
5460,50,10,2,10,77,5000,1.0,10,0,Mu1-const,XRAI_2.000000,0.6
1550,5,3,10,14,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
6521,50,10,2,11,62,5000,1.0,13,0,Mu1-const,XRAI_2.000000,0.6
7682,50,10,2,12,56,5000,1.0,27,0,Mu1-const,XRAI_2.000000,0.6
8943,50,10,2,13,58,5000,1.0,14,0,Mu1-const,XRAI_2.000000,0.6
10304,50,10,2,14,57,5000,1.0,13,0,Mu1-const,XRAI_2.000000,0.6
1699,5,3,10,15,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
11765,50,10,2,15,94,5000,1.0,23,0,Mu1-const,XRAI_2.000000,0.6
13326,50,10,2,16,108,5000,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
14987,50,10,2,17,90,5000,1.0,20,0,Mu1-const,XRAI_2.000000,0.6
1858,5,3,10,16,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
16748,50,10,2,18,66,5000,1.0,20,0,Mu1-const,XRAI_2.000000,0.6
2999,10,1,10,14,1000,1000,0.953151,2,0,Mu1-const,XRAI_2.000000,0.6
18609,50,10,2,19,85,5000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
2526,25,1,10,0,1266,6250,1.0,16,8,Mu1-const,XRAI_2.000000,0.6
2027,5,3,10,17,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
20570,50,10,2,20,64,5000,1.0,13,0,Mu1-const,XRAI_2.000000,0.6
2206,5,3,10,18,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
22631,50,10,2,21,85,5000,1.0,25,0,Mu1-const,XRAI_2.000000,0.6
3291,10,1,10,15,1000,1000,0.95031,2,0,Mu1-const,XRAI_2.000000,0.6
2395,5,3,10,19,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
24792,50,10,2,22,199,5000,1.0,17,0,Mu1-const,XRAI_2.000000,0.6
2594,5,3,10,20,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
27053,50,10,2,23,114,5000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
2803,5,3,10,21,186,250,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
29414,50,10,2,24,110,5000,1.0,15,0,Mu1-const,XRAI_2.000000,0.6
11153,50,3,10,11,895,25000,1.0,26,3,Mu1-const,XRAI_2.000000,0.6
31875,50,10,2,25,63,5000,1.0,13,0,Mu1-const,XRAI_2.000000,0.6
3022,5,3,10,22,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
3603,10,1,10,16,1000,1000,0.95031,3,0,Mu1-const,XRAI_2.000000,0.6
34436,50,10,2,26,218,5000,1.0,23,0,Mu1-const,XRAI_2.000000,0.6
37097,50,10,2,27,77,5000,1.0,10,0,Mu1-const,XRAI_2.000000,0.6
39858,50,10,2,28,69,5000,1.0,23,0,Mu1-const,XRAI_2.000000,0.6
3251,5,3,10,23,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
42719,50,10,2,29,89,5000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
3490,5,3,10,24,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
3739,5,3,10,25,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
3935,10,1,10,17,1000,1000,0.947622,2,0,Mu1-const,XRAI_2.000000,0.6
3998,5,3,10,26,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
4267,5,3,10,27,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
4546,5,3,10,28,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
4287,10,1,10,18,1000,1000,0.947622,4,2,Mu1-const,XRAI_2.000000,0.6
4835,5,3,10,29,250,250,0.962732,0,0,Mu1-const,XRAI_2.000000,0.6
4659,10,1,10,19,1000,1000,0.947622,2,0,Mu1-const,XRAI_2.000000,0.6
2553,25,1,10,1,2037,6250,1.0,16,7,Mu1-const,XRAI_2.000000,0.6
5051,10,1,10,20,1000,1000,0.945065,2,0,Mu1-const,XRAI_2.000000,0.6
5463,10,1,10,21,1000,1000,0.947622,3,1,Mu1-const,XRAI_2.000000,0.6
2630,25,1,10,2,710,6250,1.0,16,8,Mu1-const,XRAI_2.000000,0.6
5051,50,1,10,0,825,25000,1.0,38,26,Mu1-const,XRAI_2.000000,0.6
5895,10,1,10,22,1000,1000,0.95031,3,0,Mu1-const,XRAI_2.000000,0.6
6347,10,1,10,23,1000,1000,0.95031,1,0,Mu1-const,XRAI_2.000000,0.6
6819,10,1,10,24,1000,1000,0.953151,2,0,Mu1-const,XRAI_2.000000,0.6
12307,50,3,10,12,1065,25000,1.0,28,6,Mu1-const,XRAI_2.000000,0.6
7311,10,1,10,25,1000,1000,0.942622,2,0,Mu1-const,XRAI_2.000000,0.6
2757,25,1,10,3,1672,6250,1.0,16,8,Mu1-const,XRAI_2.000000,0.6
7823,10,1,10,26,1000,1000,0.947622,3,0,Mu1-const,XRAI_2.000000,0.6
8355,10,1,10,27,1000,1000,0.956177,2,0,Mu1-const,XRAI_2.000000,0.6
8907,10,1,10,28,1000,1000,0.956177,2,0,Mu1-const,XRAI_2.000000,0.6
2934,25,1,10,4,1120,6250,1.0,16,10,Mu1-const,XRAI_2.000000,0.6
9479,10,1,10,29,1000,1000,0.95031,2,1,Mu1-const,XRAI_2.000000,0.6
5103,50,1,10,1,1215,25000,1.0,38,29,Mu1-const,XRAI_2.000000,0.6
1019,10,3,10,0,930,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
1033,10,3,10,1,1000,1000,0.983437,1,0,Mu1-const,XRAI_2.000000,0.6
1067,10,3,10,2,687,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
13561,50,3,10,13,992,25000,1.0,27,6,Mu1-const,XRAI_2.000000,0.6
1121,10,3,10,3,1000,1000,0.983437,2,0,Mu1-const,XRAI_2.000000,0.6
3161,25,1,10,5,2123,6250,1.0,15,4,Mu1-const,XRAI_2.000000,0.6
1195,10,3,10,4,1000,1000,0.976576,0,0,Mu1-const,XRAI_2.000000,0.6
3438,25,1,10,6,885,6250,1.0,16,8,Mu1-const,XRAI_2.000000,0.6
1289,10,3,10,5,1000,1000,0.971311,1,0,Mu1-const,XRAI_2.000000,0.6
1403,10,3,10,6,1000,1000,0.983437,0,0,Mu1-const,XRAI_2.000000,0.6
1537,10,3,10,7,933,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
1691,10,3,10,8,918,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
3765,25,1,10,7,1625,6250,1.0,16,9,Mu1-const,XRAI_2.000000,0.6
1865,10,3,10,9,609,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
5255,50,1,10,2,1990,25000,1.0,40,28,Mu1-const,XRAI_2.000000,0.6
10101,100,1,10,0,1712,100000,1.0,86,66,Mu1-const,XRAI_2.000000,0.6
2059,10,3,10,10,1000,1000,0.976576,0,0,Mu1-const,XRAI_2.000000,0.6
2273,10,3,10,11,1000,1000,0.983437,1,0,Mu1-const,XRAI_2.000000,0.6
4142,25,1,10,8,1321,6250,1.0,16,8,Mu1-const,XRAI_2.000000,0.6
2507,10,3,10,12,1000,1000,0.983437,0,0,Mu1-const,XRAI_2.000000,0.6
2761,10,3,10,13,857,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
3035,10,3,10,14,995,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
3329,10,3,10,15,1000,1000,0.983437,0,0,Mu1-const,XRAI_2.000000,0.6
3643,10,3,10,16,464,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
4569,25,1,10,9,2287,6250,1.0,15,6,Mu1-const,XRAI_2.000000,0.6
3977,10,3,10,17,1000,1000,0.983437,0,0,Mu1-const,XRAI_2.000000,0.6
5507,50,1,10,3,1467,25000,1.0,38,26,Mu1-const,XRAI_2.000000,0.6
4331,10,3,10,18,1000,1000,0.983437,1,0,Mu1-const,XRAI_2.000000,0.6
14915,50,3,10,14,2125,25000,1.0,29,7,Mu1-const,XRAI_2.000000,0.6
4705,10,3,10,19,1000,1000,0.983437,1,0,Mu1-const,XRAI_2.000000,0.6
5099,10,3,10,20,598,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
5046,25,1,10,10,1563,6250,1.0,14,8,Mu1-const,XRAI_2.000000,0.6
5513,10,3,10,21,843,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
5947,10,3,10,22,1000,1000,0.983437,0,0,Mu1-const,XRAI_2.000000,0.6
5573,25,1,10,11,995,6250,1.0,16,7,Mu1-const,XRAI_2.000000,0.6
6401,10,3,10,23,955,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
6875,10,3,10,24,995,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
5859,50,1,10,4,1438,25000,1.0,36,22,Mu1-const,XRAI_2.000000,0.6
