seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha,g,r,c
53443,50,3,25,21,13208,62500,1,-21,-8,NOAH,XRAI_0.000000,1,25,12,12
55597,50,3,25,22,11559,62500,1,-20,-10,NOAH,XRAI_0.000000,1,25,12,12
57851,50,3,25,23,10160,62500,1,-20,-6,NOAH,XRAI_0.000000,1,25,12,12
60205,50,3,25,24,8934,62500,1,-21,-5,NOAH,XRAI_0.000000,1,25,12,12
62659,50,3,25,25,11102,62500,1,-21,-10,NOAH,XRAI_0.000000,1,25,12,12
65213,50,3,25,26,12007,62500,1,-24,-11,NOAH,XRAI_0.000000,1,25,12,12
67867,50,3,25,27,10782,62500,1,-22,-8,NOAH,XRAI_0.000000,1,25,12,12
70621,50,3,25,28,9151,62500,1,-21,-8,NOAH,XRAI_0.000000,1,25,12,12
73475,50,3,25,29,18066,62500,1,-20,-9,NOAH,XRAI_0.000000,1,25,12,12
31325,50,5,25,0,9650,62500,1,-9,0,NOAH,XRAI_0.000000,1,25,12,12
31381,50,5,25,1,6866,62500,1,-10,0,NOAH,XRAI_0.000000,1,25,12,12
31537,50,5,25,2,12061,62500,1,-10,0,NOAH,XRAI_0.000000,1,25,12,12
31793,50,5,25,3,14090,62500,1,-13,0,NOAH,XRAI_0.000000,1,25,12,12
32149,50,5,25,4,6965,62500,1,-12,0,NOAH,XRAI_0.000000,1,25,12,12
32605,50,5,25,5,7248,62500,1,-11,0,NOAH,XRAI_0.000000,1,25,12,12
33161,50,5,25,6,10174,62500,1,-12,0,NOAH,XRAI_0.000000,1,25,12,12
33817,50,5,25,7,11693,62500,1,-6,0,NOAH,XRAI_0.000000,1,25,12,12
34573,50,5,25,8,8271,62500,1,-10,0,NOAH,XRAI_0.000000,1,25,12,12
35429,50,5,25,9,8745,62500,1,-13,0,NOAH,XRAI_0.000000,1,25,12,12
36385,50,5,25,10,11063,62500,1,-8,0,NOAH,XRAI_0.000000,1,25,12,12
37441,50,5,25,11,7461,62500,1,-9,0,NOAH,XRAI_0.000000,1,25,12,12
38597,50,5,25,12,8616,62500,1,-11,0,NOAH,XRAI_0.000000,1,25,12,12
39853,50,5,25,13,9831,62500,1,-8,0,NOAH,XRAI_0.000000,1,25,12,12
41209,50,5,25,14,13206,62500,1,-10,0,NOAH,XRAI_0.000000,1,25,12,12
42665,50,5,25,15,9609,62500,1,-10,0,NOAH,XRAI_0.000000,1,25,12,12
44221,50,5,25,16,8917,62500,1,-11,0,NOAH,XRAI_0.000000,1,25,12,12
45877,50,5,25,17,7988,62500,1,-8,0,NOAH,XRAI_0.000000,1,25,12,12
47633,50,5,25,18,16971,62500,1,-7,0,NOAH,XRAI_0.000000,1,25,12,12
49489,50,5,25,19,6907,62500,1,-15,-2,NOAH,XRAI_0.000000,1,25,12,12
51445,50,5,25,20,12122,62500,1,-10,0,NOAH,XRAI_0.000000,1,25,12,12
53501,50,5,25,21,9181,62500,1,-11,0,NOAH,XRAI_0.000000,1,25,12,12
55657,50,5,25,22,7819,62500,1,-8,0,NOAH,XRAI_0.000000,1,25,12,12
57913,50,5,25,23,7615,62500,1,-12,0,NOAH,XRAI_0.000000,1,25,12,12
60269,50,5,25,24,9572,62500,1,-10,0,NOAH,XRAI_0.000000,1,25,12,12
62725,50,5,25,25,6659,62500,1,-10,0,NOAH,XRAI_0.000000,1,25,12,12
65281,50,5,25,26,9090,62500,1,-9,0,NOAH,XRAI_0.000000,1,25,12,12
67937,50,5,25,27,8188,62500,1,-14,0,NOAH,XRAI_0.000000,1,25,12,12
70693,50,5,25,28,9042,62500,1,-13,0,NOAH,XRAI_0.000000,1,25,12,12
73549,50,5,25,29,11916,62500,1,-11,-1,NOAH,XRAI_0.000000,1,25,12,12
31400,50,10,25,0,6733,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
31461,50,10,25,1,8426,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
31622,50,10,25,2,9793,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
31883,50,10,25,3,8041,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
32244,50,10,25,4,6947,62500,1,-4,0,NOAH,XRAI_0.000000,1,25,12,12
32705,50,10,25,5,7309,62500,1,0,0,NOAH,XRAI_0.000000,1,25,12,12
33266,50,10,25,6,6105,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
33927,50,10,25,7,6113,62500,1,0,0,NOAH,XRAI_0.000000,1,25,12,12
34688,50,10,25,8,8843,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
35549,50,10,25,9,8684,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
36510,50,10,25,10,10297,62500,1,0,0,NOAH,XRAI_0.000000,1,25,12,12
37571,50,10,25,11,10864,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
38732,50,10,25,12,6184,62500,1,-3,0,NOAH,XRAI_0.000000,1,25,12,12
39993,50,10,25,13,7180,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
41354,50,10,25,14,9272,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
42815,50,10,25,15,6883,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
44376,50,10,25,16,9229,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
46037,50,10,25,17,6387,62500,1,-5,0,NOAH,XRAI_0.000000,1,25,12,12
47798,50,10,25,18,7065,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
49659,50,10,25,19,6191,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
51620,50,10,25,20,8839,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
53681,50,10,25,21,6296,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
55842,50,10,25,22,11535,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
58103,50,10,25,23,8330,62500,1,0,0,NOAH,XRAI_0.000000,1,25,12,12
60464,50,10,25,24,7733,62500,1,-2,0,NOAH,XRAI_0.000000,1,25,12,12
62925,50,10,25,25,8499,62500,1,0,0,NOAH,XRAI_0.000000,1,25,12,12
65486,50,10,25,26,5570,62500,1,-3,0,NOAH,XRAI_0.000000,1,25,12,12
68147,50,10,25,27,8330,62500,1,0,0,NOAH,XRAI_0.000000,1,25,12,12
70908,50,10,25,28,8802,62500,1,0,0,NOAH,XRAI_0.000000,1,25,12,12
73769,50,10,25,29,8155,62500,1,-1,0,NOAH,XRAI_0.000000,1,25,12,12
125051,50,1,50,0,125000,125000,0.989296,-34,-26,NOAH,XRAI_0.000000,1,50,25,25
125103,50,1,50,1,125000,125000,0.987185,-35,-27,NOAH,XRAI_0.000000,1,50,25,25
125255,50,1,50,2,125000,125000,0.983272,-34,-25,NOAH,XRAI_0.000000,1,50,25,25
125507,50,1,50,3,125000,125000,0.987853,-33,-24,NOAH,XRAI_0.000000,1,50,25,25
125859,50,1,50,4,125000,125000,0.989537,-35,-26,NOAH,XRAI_0.000000,1,50,25,25
126311,50,1,50,5,125000,125000,0.984021,-33,-27,NOAH,XRAI_0.000000,1,50,25,25
126863,50,1,50,6,125000,125000,0.981784,-32,-26,NOAH,XRAI_0.000000,1,50,25,25
127515,50,1,50,7,125000,125000,0.988663,-35,-25,NOAH,XRAI_0.000000,1,50,25,25
128267,50,1,50,8,125000,125000,0.992353,-34,-23,NOAH,XRAI_0.000000,1,50,25,25
129119,50,1,50,9,125000,125000,0.99157,-37,-29,NOAH,XRAI_0.000000,1,50,25,25
130071,50,1,50,10,125000,125000,0.990762,-34,-24,NOAH,XRAI_0.000000,1,50,25,25
131123,50,1,50,11,125000,125000,0.989635,-33,-22,NOAH,XRAI_0.000000,1,50,25,25
132275,50,1,50,12,125000,125000,0.990929,-34,-24,NOAH,XRAI_0.000000,1,50,25,25
133527,50,1,50,13,125000,125000,0.989233,-35,-28,NOAH,XRAI_0.000000,1,50,25,25
134879,50,1,50,14,125000,125000,0.989901,-33,-24,NOAH,XRAI_0.000000,1,50,25,25
136331,50,1,50,15,125000,125000,0.987292,-32,-24,NOAH,XRAI_0.000000,1,50,25,25
137883,50,1,50,16,125000,125000,0.99049,-34,-26,NOAH,XRAI_0.000000,1,50,25,25
139535,50,1,50,17,125000,125000,0.982028,-33,-26,NOAH,XRAI_0.000000,1,50,25,25
141287,50,1,50,18,125000,125000,0.980521,-34,-27,NOAH,XRAI_0.000000,1,50,25,25
143139,50,1,50,19,125000,125000,0.989488,-36,-26,NOAH,XRAI_0.000000,1,50,25,25
145091,50,1,50,20,125000,125000,0.987265,-35,-27,NOAH,XRAI_0.000000,1,50,25,25
147143,50,1,50,21,125000,125000,0.992353,-35,-25,NOAH,XRAI_0.000000,1,50,25,25
149295,50,1,50,22,125000,125000,0.9898,-34,-28,NOAH,XRAI_0.000000,1,50,25,25
151547,50,1,50,23,125000,125000,0.990105,-33,-23,NOAH,XRAI_0.000000,1,50,25,25
153899,50,1,50,24,125000,125000,0.990911,-35,-26,NOAH,XRAI_0.000000,1,50,25,25
156351,50,1,50,25,125000,125000,0.982247,-35,-28,NOAH,XRAI_0.000000,1,50,25,25
158903,50,1,50,26,125000,125000,0.992199,-36,-25,NOAH,XRAI_0.000000,1,50,25,25
161555,50,1,50,27,125000,125000,0.992556,-34,-23,NOAH,XRAI_0.000000,1,50,25,25
164307,50,1,50,28,125000,125000,0.977237,-33,-27,NOAH,XRAI_0.000000,1,50,25,25
167159,50,1,50,29,125000,125000,0.991858,-37,-27,NOAH,XRAI_0.000000,1,50,25,25
125059,50,3,50,0,125000,125000,0.990508,-15,-6,NOAH,XRAI_0.000000,1,50,25,25
125113,50,3,50,1,125000,125000,0.99356,-18,-5,NOAH,XRAI_0.000000,1,50,25,25
125267,50,3,50,2,125000,125000,0.992717,-14,-5,NOAH,XRAI_0.000000,1,50,25,25
125521,50,3,50,3,125000,125000,0.99356,-20,-9,NOAH,XRAI_0.000000,1,50,25,25
125875,50,3,50,4,125000,125000,0.992353,-17,-8,NOAH,XRAI_0.000000,1,50,25,25
126329,50,3,50,5,125000,125000,0.993352,-17,-6,NOAH,XRAI_0.000000,1,50,25,25
126883,50,3,50,6,125000,125000,0.9898,-16,-8,NOAH,XRAI_0.000000,1,50,25,25
127537,50,3,50,7,125000,125000,0.990472,-15,-8,NOAH,XRAI_0.000000,1,50,25,25
128291,50,3,50,8,125000,125000,0.99155,-17,-8,NOAH,XRAI_0.000000,1,50,25,25
129145,50,3,50,9,125000,125000,0.992155,-16,-6,NOAH,XRAI_0.000000,1,50,25,25
130099,50,3,50,10,125000,125000,0.991119,-18,-11,NOAH,XRAI_0.000000,1,50,25,25
131153,50,3,50,11,125000,125000,0.992465,-15,-5,NOAH,XRAI_0.000000,1,50,25,25
132307,50,3,50,12,125000,125000,0.992717,-18,-8,NOAH,XRAI_0.000000,1,50,25,25
133561,50,3,50,13,125000,125000,0.991631,-15,-6,NOAH,XRAI_0.000000,1,50,25,25
134915,50,3,50,14,125000,125000,0.991119,-16,-7,NOAH,XRAI_0.000000,1,50,25,25
136369,50,3,50,15,125000,125000,0.992199,-18,-9,NOAH,XRAI_0.000000,1,50,25,25
137923,50,3,50,16,125000,125000,0.990967,-15,-7,NOAH,XRAI_0.000000,1,50,25,25
139577,50,3,50,17,125000,125000,0.99145,-17,-7,NOAH,XRAI_0.000000,1,50,25,25
141331,50,3,50,18,125000,125000,0.993639,-20,-9,NOAH,XRAI_0.000000,1,50,25,25
143185,50,3,50,19,125000,125000,0.99155,-17,-11,NOAH,XRAI_0.000000,1,50,25,25
145139,50,3,50,20,125000,125000,0.991411,-12,-3,NOAH,XRAI_0.000000,1,50,25,25
147193,50,3,50,21,125000,125000,0.991631,-17,-6,NOAH,XRAI_0.000000,1,50,25,25
149347,50,3,50,22,125000,125000,0.993275,-20,-9,NOAH,XRAI_0.000000,1,50,25,25
151601,50,3,50,23,125000,125000,0.993403,-21,-9,NOAH,XRAI_0.000000,1,50,25,25
153955,50,3,50,24,125000,125000,0.993052,-20,-12,NOAH,XRAI_0.000000,1,50,25,25
26,5,1,2,0,18,50,1,-1,0,NOAH,NSWAP,1,2,1,1
33,5,1,2,1,3,50,1,0,0,NOAH,NSWAP,1,2,1,1
50,5,1,2,2,5,50,1,-1,0,NOAH,NSWAP,1,2,1,1
77,5,1,2,3,10,50,1,-1,0,NOAH,NSWAP,1,2,1,1
114,5,1,2,4,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
161,5,1,2,5,6,50,1,-1,0,NOAH,NSWAP,1,2,1,1
218,5,1,2,6,0,50,1,0,0,NOAH,NSWAP,1,2,1,1
285,5,1,2,7,5,50,1,-1,0,NOAH,NSWAP,1,2,1,1
362,5,1,2,8,12,50,1,-1,0,NOAH,NSWAP,1,2,1,1
449,5,1,2,9,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
546,5,1,2,10,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
653,5,1,2,11,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
770,5,1,2,12,5,50,1,0,0,NOAH,NSWAP,1,2,1,1
897,5,1,2,13,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
1034,5,1,2,14,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
1181,5,1,2,15,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
1338,5,1,2,16,7,50,1,-1,0,NOAH,NSWAP,1,2,1,1
1505,5,1,2,17,5,50,1,0,0,NOAH,NSWAP,1,2,1,1
1682,5,1,2,18,5,50,1,-1,0,NOAH,NSWAP,1,2,1,1
1869,5,1,2,19,10,50,1,-1,0,NOAH,NSWAP,1,2,1,1
2066,5,1,2,20,50,50,0.75,0,0,NOAH,NSWAP,1,2,1,1
2273,5,1,2,21,5,50,1,-1,0,NOAH,NSWAP,1,2,1,1
2490,5,1,2,22,0,50,1,0,0,NOAH,NSWAP,1,2,1,1
2717,5,1,2,23,3,50,1,0,0,NOAH,NSWAP,1,2,1,1
2954,5,1,2,24,0,50,1,0,0,NOAH,NSWAP,1,2,1,1
3201,5,1,2,25,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
3458,5,1,2,26,0,50,1,-1,0,NOAH,NSWAP,1,2,1,1
3725,5,1,2,27,0,50,1,-2,0,NOAH,NSWAP,1,2,1,1
4002,5,1,2,28,50,50,0.75,-1,0,NOAH,NSWAP,1,2,1,1
4289,5,1,2,29,3,50,1,0,0,NOAH,NSWAP,1,2,1,1
51,10,1,2,0,0,200,1,-4,-1,NOAH,NSWAP,1,2,1,1
63,10,1,2,1,15,200,1,-4,0,NOAH,NSWAP,1,2,1,1
95,10,1,2,2,8,200,1,-1,0,NOAH,NSWAP,1,2,1,1
147,10,1,2,3,6,200,1,-5,0,NOAH,NSWAP,1,2,1,1
219,10,1,2,4,10,200,1,-3,0,NOAH,NSWAP,1,2,1,1
311,10,1,2,5,13,200,1,-3,0,NOAH,NSWAP,1,2,1,1
423,10,1,2,6,0,200,1,-5,0,NOAH,NSWAP,1,2,1,1
555,10,1,2,7,28,200,1,-5,0,NOAH,NSWAP,1,2,1,1
707,10,1,2,8,8,200,1,-5,0,NOAH,NSWAP,1,2,1,1
879,10,1,2,9,0,200,1,-4,-1,NOAH,NSWAP,1,2,1,1
1071,10,1,2,10,8,200,1,-4,0,NOAH,NSWAP,1,2,1,1
1283,10,1,2,11,10,200,1,-4,0,NOAH,NSWAP,1,2,1,1
1515,10,1,2,12,9,200,1,-4,-1,NOAH,NSWAP,1,2,1,1
1767,10,1,2,13,0,200,1,-4,0,NOAH,NSWAP,1,2,1,1
2039,10,1,2,14,7,200,1,-6,0,NOAH,NSWAP,1,2,1,1
2331,10,1,2,15,0,200,1,-5,0,NOAH,NSWAP,1,2,1,1
2643,10,1,2,16,12,200,1,-3,-2,NOAH,NSWAP,1,2,1,1
2975,10,1,2,17,12,200,1,-2,0,NOAH,NSWAP,1,2,1,1
3327,10,1,2,18,14,200,1,-5,0,NOAH,NSWAP,1,2,1,1
3699,10,1,2,19,28,200,1,-3,0,NOAH,NSWAP,1,2,1,1
4091,10,1,2,20,0,200,1,-4,0,NOAH,NSWAP,1,2,1,1
4503,10,1,2,21,9,200,1,-6,-1,NOAH,NSWAP,1,2,1,1
4935,10,1,2,22,0,200,1,-3,0,NOAH,NSWAP,1,2,1,1
5387,10,1,2,23,12,200,1,-6,-1,NOAH,NSWAP,1,2,1,1
5859,10,1,2,24,11,200,1,-3,0,NOAH,NSWAP,1,2,1,1
6351,10,1,2,25,12,200,1,-4,0,NOAH,NSWAP,1,2,1,1
6863,10,1,2,26,14,200,1,-2,0,NOAH,NSWAP,1,2,1,1
7395,10,1,2,27,0,200,1,-4,0,NOAH,NSWAP,1,2,1,1
7947,10,1,2,28,11,200,1,-3,0,NOAH,NSWAP,1,2,1,1
8519,10,1,2,29,9,200,1,-2,0,NOAH,NSWAP,1,2,1,1
1011,10,1,10,0,1000,1000,0.878284,-1,0,NOAH,NSWAP,1,10,5,5
1023,10,1,10,1,1000,1000,0.864422,-1,0,NOAH,NSWAP,1,10,5,5
1055,10,1,10,2,1000,1000,0.877162,-2,0,NOAH,NSWAP,1,10,5,5
1107,10,1,10,3,1000,1000,0.834365,-2,0,NOAH,NSWAP,1,10,5,5
1179,10,1,10,4,1000,1000,0.867492,-1,-1,NOAH,NSWAP,1,10,5,5
1271,10,1,10,5,1000,1000,0.881713,0,0,NOAH,NSWAP,1,10,5,5
1383,10,1,10,6,1000,1000,0.860434,-2,0,NOAH,NSWAP,1,10,5,5
1515,10,1,10,7,1000,1000,0.866461,-2,-1,NOAH,NSWAP,1,10,5,5
1667,10,1,10,8,1000,1000,0.903419,-1,0,NOAH,NSWAP,1,10,5,5
1839,10,1,10,9,1000,1000,0.827072,-1,0,NOAH,NSWAP,1,10,5,5
2031,10,1,10,10,1000,1000,0.845506,-2,-1,NOAH,NSWAP,1,10,5,5
2243,10,1,10,11,1000,1000,0.881713,-2,-1,NOAH,NSWAP,1,10,5,5
2475,10,1,10,12,1000,1000,0.933746,-2,0,NOAH,NSWAP,1,10,5,5
2727,10,1,10,13,1000,1000,0.885245,-2,0,NOAH,NSWAP,1,10,5,5
2999,10,1,10,14,1000,1000,0.8717,-3,0,NOAH,NSWAP,1,10,5,5
3291,10,1,10,15,1000,1000,0.903419,-1,0,NOAH,NSWAP,1,10,5,5
3603,10,1,10,16,1000,1000,0.884056,-2,0,NOAH,NSWAP,1,10,5,5
3935,10,1,10,17,1000,1000,0.848193,-1,0,NOAH,NSWAP,1,10,5,5
4287,10,1,10,18,1000,1000,0.729858,-2,-2,NOAH,NSWAP,1,10,5,5
4659,10,1,10,19,1000,1000,0.837712,-2,0,NOAH,NSWAP,1,10,5,5
5051,10,1,10,20,1000,1000,0.855603,-2,0,NOAH,NSWAP,1,10,5,5
5463,10,1,10,21,1000,1000,0.924097,-3,-1,NOAH,NSWAP,1,10,5,5
5895,10,1,10,22,1000,1000,0.869579,-3,0,NOAH,NSWAP,1,10,5,5
6347,10,1,10,23,1000,1000,0.870635,-2,0,NOAH,NSWAP,1,10,5,5
6819,10,1,10,24,1000,1000,0.910803,-1,0,NOAH,NSWAP,1,10,5,5
7311,10,1,10,25,1000,1000,0.87605,-2,0,NOAH,NSWAP,1,10,5,5
7823,10,1,10,26,1000,1000,0.866461,-2,0,NOAH,NSWAP,1,10,5,5
8355,10,1,10,27,1000,1000,0.857516,-2,0,NOAH,NSWAP,1,10,5,5
8907,10,1,10,28,1000,1000,0.90485,-4,0,NOAH,NSWAP,1,10,5,5
9479,10,1,10,29,1000,1000,0.899248,-2,-1,NOAH,NSWAP,1,10,5,5
126,25,1,2,0,37,1250,1,-19,-9,NOAH,NSWAP,1,2,1,1
153,25,1,2,1,31,1250,1,-19,-9,NOAH,NSWAP,1,2,1,1
230,25,1,2,2,0,1250,1,-18,-4,NOAH,NSWAP,1,2,1,1
357,25,1,2,3,44,1250,1,-16,-7,NOAH,NSWAP,1,2,1,1
534,25,1,2,4,35,1250,1,-18,-5,NOAH,NSWAP,1,2,1,1
761,25,1,2,5,0,1250,1,-19,-8,NOAH,NSWAP,1,2,1,1
1038,25,1,2,6,20,1250,1,-18,-8,NOAH,NSWAP,1,2,1,1
1365,25,1,2,7,19,1250,1,-16,-7,NOAH,NSWAP,1,2,1,1
1742,25,1,2,8,0,1250,1,-19,-7,NOAH,NSWAP,1,2,1,1
2169,25,1,2,9,20,1250,1,-18,-6,NOAH,NSWAP,1,2,1,1
2646,25,1,2,10,0,1250,1,-19,-8,NOAH,NSWAP,1,2,1,1
3173,25,1,2,11,0,1250,1,-17,-7,NOAH,NSWAP,1,2,1,1
3750,25,1,2,12,75,1250,1,-17,-6,NOAH,NSWAP,1,2,1,1
4377,25,1,2,13,0,1250,1,-17,-8,NOAH,NSWAP,1,2,1,1
5054,25,1,2,14,0,1250,1,-20,-11,NOAH,NSWAP,1,2,1,1
5781,25,1,2,15,22,1250,1,-17,-8,NOAH,NSWAP,1,2,1,1
6558,25,1,2,16,43,1250,1,-16,-6,NOAH,NSWAP,1,2,1,1
7385,25,1,2,17,26,1250,1,-18,-7,NOAH,NSWAP,1,2,1,1
8262,25,1,2,18,31,1250,1,-19,-6,NOAH,NSWAP,1,2,1,1
9189,25,1,2,19,0,1250,1,-18,-6,NOAH,NSWAP,1,2,1,1
10166,25,1,2,20,21,1250,1,-20,-9,NOAH,NSWAP,1,2,1,1
11193,25,1,2,21,48,1250,1,-19,-8,NOAH,NSWAP,1,2,1,1
12270,25,1,2,22,81,1250,1,-17,-7,NOAH,NSWAP,1,2,1,1
13397,25,1,2,23,42,1250,1,-19,-5,NOAH,NSWAP,1,2,1,1
14574,25,1,2,24,66,1250,1,-19,-9,NOAH,NSWAP,1,2,1,1
15801,25,1,2,25,0,1250,1,-20,-9,NOAH,NSWAP,1,2,1,1
17078,25,1,2,26,48,1250,1,-19,-9,NOAH,NSWAP,1,2,1,1
18405,25,1,2,27,45,1250,1,-15,-7,NOAH,NSWAP,1,2,1,1
19782,25,1,2,28,36,1250,1,-15,-5,NOAH,NSWAP,1,2,1,1
21209,25,1,2,29,34,1250,1,-19,-8,NOAH,NSWAP,1,2,1,1
2526,25,1,10,0,6250,6250,0.920943,-17,-8,NOAH,NSWAP,1,10,5,5
2553,25,1,10,1,6250,6250,0.924949,-16,-7,NOAH,NSWAP,1,10,5,5
2630,25,1,10,2,6250,6250,0.953936,-14,-8,NOAH,NSWAP,1,10,5,5
2757,25,1,10,3,6250,6250,0.942399,-17,-8,NOAH,NSWAP,1,10,5,5
2934,25,1,10,4,6250,6250,0.950699,-17,-10,NOAH,NSWAP,1,10,5,5
3161,25,1,10,5,6250,6250,0.95031,-13,-4,NOAH,NSWAP,1,10,5,5
3438,25,1,10,6,6250,6250,0.943754,-17,-8,NOAH,NSWAP,1,10,5,5
3765,25,1,10,7,6250,6250,0.983566,-17,-9,NOAH,NSWAP,1,10,5,5
4142,25,1,10,8,6250,6250,0.953106,-15,-8,NOAH,NSWAP,1,10,5,5
4569,25,1,10,9,6250,6250,0.931394,-14,-6,NOAH,NSWAP,1,10,5,5
5046,25,1,10,10,6250,6250,0.930834,-14,-8,NOAH,NSWAP,1,10,5,5
5573,25,1,10,11,6250,6250,0.944098,-17,-7,NOAH,NSWAP,1,10,5,5
6150,25,1,10,12,6250,6250,0.941733,-14,-3,NOAH,NSWAP,1,10,5,5
6777,25,1,10,13,6250,6250,0.948405,-16,-8,NOAH,NSWAP,1,10,5,5
7454,25,1,10,14,6250,6250,0.958333,-16,-6,NOAH,NSWAP,1,10,5,5
8181,25,1,10,15,6250,6250,0.950699,-15,-8,NOAH,NSWAP,1,10,5,5
8958,25,1,10,16,6250,6250,0.989242,-17,-6,NOAH,NSWAP,1,10,5,5
9785,25,1,10,17,6250,6250,0.939142,-16,-9,NOAH,NSWAP,1,10,5,5
10662,25,1,10,18,6250,6250,0.975944,-16,-8,NOAH,NSWAP,1,10,5,5
11589,25,1,10,19,6250,6250,0.954781,-17,-10,NOAH,NSWAP,1,10,5,5
12566,25,1,10,20,15,6250,0.649901,-16,-8,NOAH,NSWAP,1,10,5,5
13593,25,1,10,21,6250,6250,0.975155,-13,-4,NOAH,NSWAP,1,10,5,5
14670,25,1,10,22,6250,6250,0.919732,-17,-9,NOAH,NSWAP,1,10,5,5
15797,25,1,10,23,6250,6250,0.875619,-17,-9,NOAH,NSWAP,1,10,5,5
16974,25,1,10,24,6250,6250,0.942065,-16,-8,NOAH,NSWAP,1,10,5,5
18201,25,1,10,25,6250,6250,0.941403,-13,-4,NOAH,NSWAP,1,10,5,5
19478,25,1,10,26,6250,6250,0.935152,-15,-6,NOAH,NSWAP,1,10,5,5
20805,25,1,10,27,6250,6250,0.956521,-18,-10,NOAH,NSWAP,1,10,5,5
22182,25,1,10,28,6250,6250,0.972222,-18,-7,NOAH,NSWAP,1,10,5,5
23609,25,1,10,29,6250,6250,0.957417,-16,-9,NOAH,NSWAP,1,10,5,5
15651,25,1,25,0,15625,15625,0.930653,-15,-8,NOAH,NSWAP,1,25,12,12
15678,25,1,25,1,15625,15625,0.926402,-15,-7,NOAH,NSWAP,1,25,12,12
15755,25,1,25,2,15625,15625,0.907892,-18,-12,NOAH,NSWAP,1,25,12,12
15882,25,1,25,3,15625,15625,0.904409,-14,-8,NOAH,NSWAP,1,25,12,12
16059,25,1,25,4,15625,15625,0.931874,-16,-9,NOAH,NSWAP,1,25,12,12
16286,25,1,25,5,15625,15625,0.896418,-15,-8,NOAH,NSWAP,1,25,12,12
16563,25,1,25,6,15625,15625,0.924654,-15,-8,NOAH,NSWAP,1,25,12,12
16890,25,1,25,7,15625,15625,0.893852,-15,-7,NOAH,NSWAP,1,25,12,12
17267,25,1,25,8,15625,15625,0.910215,-15,-7,NOAH,NSWAP,1,25,12,12
17694,25,1,25,9,15625,15625,0.917119,-15,-6,NOAH,NSWAP,1,25,12,12
18171,25,1,25,10,15625,15625,0.917715,-14,-5,NOAH,NSWAP,1,25,12,12
18698,25,1,25,11,15625,15625,0.95442,-15,-8,NOAH,NSWAP,1,25,12,12
19275,25,1,25,12,15625,15625,0.9196,-16,-9,NOAH,NSWAP,1,25,12,12
19902,25,1,25,13,15625,15625,0.927671,-14,-7,NOAH,NSWAP,1,25,12,12
20579,25,1,25,14,15625,15625,0.843265,-13,-8,NOAH,NSWAP,1,25,12,12
21306,25,1,25,15,15625,15625,0.926363,-16,-9,NOAH,NSWAP,1,25,12,12
22083,25,1,25,16,15625,15625,0.928476,-16,-9,NOAH,NSWAP,1,25,12,12
22910,25,1,25,17,15625,15625,0.925854,-15,-9,NOAH,NSWAP,1,25,12,12
23787,25,1,25,18,15625,15625,0.915529,-14,-8,NOAH,NSWAP,1,25,12,12
24714,25,1,25,19,15625,15625,0.920469,-16,-9,NOAH,NSWAP,1,25,12,12
25691,25,1,25,20,15625,15625,0.923359,-15,-8,NOAH,NSWAP,1,25,12,12
26718,25,1,25,21,15625,15625,0.923586,-17,-7,NOAH,NSWAP,1,25,12,12
27795,25,1,25,22,15625,15625,0.900435,-13,-7,NOAH,NSWAP,1,25,12,12
28922,25,1,25,23,15625,15625,0.906799,-12,-6,NOAH,NSWAP,1,25,12,12
30099,25,1,25,24,15625,15625,0.918563,-14,-5,NOAH,NSWAP,1,25,12,12
31326,25,1,25,25,15625,15625,0.9237,-15,-8,NOAH,NSWAP,1,25,12,12
32603,25,1,25,26,15625,15625,0.918599,-14,-9,NOAH,NSWAP,1,25,12,12
33930,25,1,25,27,37,15625,0.650563,-18,-10,NOAH,NSWAP,1,25,12,12
35307,25,1,25,28,15625,15625,0.908808,-16,-9,NOAH,NSWAP,1,25,12,12
