seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha,g,r,c
146759,100,1,25,29,17278,250000,1,-84,-67,NOAH,XRAI_1.000000,1,25,12,12
62609,100,3,25,0,7042,250000,1,-69,-38,NOAH,XRAI_1.000000,1,25,12,12
62713,100,3,25,1,7127,250000,1,-68,-38,NOAH,XRAI_1.000000,1,25,12,12
63017,100,3,25,2,7689,250000,1,-69,-36,NOAH,XRAI_1.000000,1,25,12,12
63521,100,3,25,3,6820,250000,1,-67,-31,NOAH,XRAI_1.000000,1,25,12,12
64225,100,3,25,4,9616,250000,1,-66,-32,NOAH,XRAI_1.000000,1,25,12,12
65129,100,3,25,5,10121,250000,1,-67,-35,NOAH,XRAI_1.000000,1,25,12,12
66233,100,3,25,6,9652,250000,1,-67,-35,NOAH,XRAI_1.000000,1,25,12,12
67537,100,3,25,7,8460,250000,1,-66,-36,NOAH,XRAI_1.000000,1,25,12,12
69041,100,3,25,8,7094,250000,1,-70,-35,NOAH,XRAI_1.000000,1,25,12,12
70745,100,3,25,9,7691,250000,1,-68,-36,NOAH,XRAI_1.000000,1,25,12,12
72649,100,3,25,10,9648,250000,1,-66,-38,NOAH,XRAI_1.000000,1,25,12,12
74753,100,3,25,11,12856,250000,1,-67,-33,NOAH,XRAI_1.000000,1,25,12,12
77057,100,3,25,12,10860,250000,1,-67,-37,NOAH,XRAI_1.000000,1,25,12,12
79561,100,3,25,13,9020,250000,1,-69,-35,NOAH,XRAI_1.000000,1,25,12,12
82265,100,3,25,14,9274,250000,1,-67,-36,NOAH,XRAI_1.000000,1,25,12,12
85169,100,3,25,15,10390,250000,1,-65,-34,NOAH,XRAI_1.000000,1,25,12,12
88273,100,3,25,16,7537,250000,1,-66,-38,NOAH,XRAI_1.000000,1,25,12,12
91577,100,3,25,17,9491,250000,1,-69,-38,NOAH,XRAI_1.000000,1,25,12,12
95081,100,3,25,18,9503,250000,1,-70,-40,NOAH,XRAI_1.000000,1,25,12,12
98785,100,3,25,19,10776,250000,1,-65,-35,NOAH,XRAI_1.000000,1,25,12,12
102689,100,3,25,20,8999,250000,1,-67,-30,NOAH,XRAI_1.000000,1,25,12,12
106793,100,3,25,21,8191,250000,1,-67,-37,NOAH,XRAI_1.000000,1,25,12,12
111097,100,3,25,22,8561,250000,1,-72,-43,NOAH,XRAI_1.000000,1,25,12,12
115601,100,3,25,23,6123,250000,1,-72,-40,NOAH,XRAI_1.000000,1,25,12,12
120305,100,3,25,24,9291,250000,1,-67,-34,NOAH,XRAI_1.000000,1,25,12,12
125209,100,3,25,25,10405,250000,1,-69,-35,NOAH,XRAI_1.000000,1,25,12,12
130313,100,3,25,26,7818,250000,1,-68,-39,NOAH,XRAI_1.000000,1,25,12,12
135617,100,3,25,27,7833,250000,1,-66,-35,NOAH,XRAI_1.000000,1,25,12,12
141121,100,3,25,28,6774,250000,1,-71,-41,NOAH,XRAI_1.000000,1,25,12,12
146825,100,3,25,29,9671,250000,1,-66,-31,NOAH,XRAI_1.000000,1,25,12,12
62625,100,5,25,0,7426,250000,1,-52,-15,NOAH,XRAI_1.000000,1,25,12,12
62731,100,5,25,1,7901,250000,1,-54,-19,NOAH,XRAI_1.000000,1,25,12,12
63037,100,5,25,2,16554,250000,1,-52,-18,NOAH,XRAI_1.000000,1,25,12,12
63543,100,5,25,3,5700,250000,1,-55,-17,NOAH,XRAI_1.000000,1,25,12,12
64249,100,5,25,4,7960,250000,1,-51,-21,NOAH,XRAI_1.000000,1,25,12,12
65155,100,5,25,5,7703,250000,1,-51,-13,NOAH,XRAI_1.000000,1,25,12,12
66261,100,5,25,6,8350,250000,1,-57,-21,NOAH,XRAI_1.000000,1,25,12,12
67567,100,5,25,7,8329,250000,1,-47,-12,NOAH,XRAI_1.000000,1,25,12,12
69073,100,5,25,8,9552,250000,1,-54,-18,NOAH,XRAI_1.000000,1,25,12,12
70779,100,5,25,9,8737,250000,1,-51,-13,NOAH,XRAI_1.000000,1,25,12,12
72685,100,5,25,10,9759,250000,1,-55,-21,NOAH,XRAI_1.000000,1,25,12,12
74791,100,5,25,11,8467,250000,1,-51,-17,NOAH,XRAI_1.000000,1,25,12,12
77097,100,5,25,12,11279,250000,1,-53,-14,NOAH,XRAI_1.000000,1,25,12,12
79603,100,5,25,13,8702,250000,1,-56,-19,NOAH,XRAI_1.000000,1,25,12,12
82309,100,5,25,14,6563,250000,1,-54,-21,NOAH,XRAI_1.000000,1,25,12,12
85215,100,5,25,15,11835,250000,1,-52,-14,NOAH,XRAI_1.000000,1,25,12,12
88321,100,5,25,16,7985,250000,1,-48,-15,NOAH,XRAI_1.000000,1,25,12,12
91627,100,5,25,17,10436,250000,1,-53,-20,NOAH,XRAI_1.000000,1,25,12,12
95133,100,5,25,18,8773,250000,1,-55,-20,NOAH,XRAI_1.000000,1,25,12,12
98839,100,5,25,19,10853,250000,1,-50,-15,NOAH,XRAI_1.000000,1,25,12,12
102745,100,5,25,20,9930,250000,1,-51,-15,NOAH,XRAI_1.000000,1,25,12,12
106851,100,5,25,21,8419,250000,1,-54,-18,NOAH,XRAI_1.000000,1,25,12,12
111157,100,5,25,22,11880,250000,1,-50,-14,NOAH,XRAI_1.000000,1,25,12,12
115663,100,5,25,23,9122,250000,1,-52,-15,NOAH,XRAI_1.000000,1,25,12,12
120369,100,5,25,24,9711,250000,1,-49,-20,NOAH,XRAI_1.000000,1,25,12,12
125275,100,5,25,25,8875,250000,1,-52,-16,NOAH,XRAI_1.000000,1,25,12,12
130381,100,5,25,26,8090,250000,1,-55,-18,NOAH,XRAI_1.000000,1,25,12,12
135687,100,5,25,27,8841,250000,1,-52,-21,NOAH,XRAI_1.000000,1,25,12,12
141193,100,5,25,28,6905,250000,1,-53,-21,NOAH,XRAI_1.000000,1,25,12,12
146899,100,5,25,29,7712,250000,1,-56,-21,NOAH,XRAI_1.000000,1,25,12,12
62700,100,10,25,0,7316,250000,1,-22,0,NOAH,XRAI_1.000000,1,25,12,12
62811,100,10,25,1,7479,250000,1,-23,0,NOAH,XRAI_1.000000,1,25,12,12
63122,100,10,25,2,5397,250000,1,-30,0,NOAH,XRAI_1.000000,1,25,12,12
63633,100,10,25,3,7590,250000,1,-27,0,NOAH,XRAI_1.000000,1,25,12,12
64344,100,10,25,4,9728,250000,1,-29,0,NOAH,XRAI_1.000000,1,25,12,12
65255,100,10,25,5,9690,250000,1,-31,0,NOAH,XRAI_1.000000,1,25,12,12
66366,100,10,25,6,6005,250000,1,-31,0,NOAH,XRAI_1.000000,1,25,12,12
67677,100,10,25,7,6965,250000,1,-27,0,NOAH,XRAI_1.000000,1,25,12,12
69188,100,10,25,8,7700,250000,1,-30,0,NOAH,XRAI_1.000000,1,25,12,12
70899,100,10,25,9,6829,250000,1,-27,0,NOAH,XRAI_1.000000,1,25,12,12
72810,100,10,25,10,7244,250000,1,-32,0,NOAH,XRAI_1.000000,1,25,12,12
74921,100,10,25,11,7375,250000,1,-31,0,NOAH,XRAI_1.000000,1,25,12,12
77232,100,10,25,12,8185,250000,1,-33,0,NOAH,XRAI_1.000000,1,25,12,12
79743,100,10,25,13,7358,250000,1,-31,-3,NOAH,XRAI_1.000000,1,25,12,12
82454,100,10,25,14,7211,250000,1,-28,0,NOAH,XRAI_1.000000,1,25,12,12
85365,100,10,25,15,5173,250000,1,-25,0,NOAH,XRAI_1.000000,1,25,12,12
88476,100,10,25,16,7873,250000,1,-36,0,NOAH,XRAI_1.000000,1,25,12,12
91787,100,10,25,17,6964,250000,1,-29,-8,NOAH,XRAI_1.000000,1,25,12,12
95298,100,10,25,18,7381,250000,1,-28,0,NOAH,XRAI_1.000000,1,25,12,12
99009,100,10,25,19,9869,250000,1,-27,0,NOAH,XRAI_1.000000,1,25,12,12
102920,100,10,25,20,8186,250000,1,-28,0,NOAH,XRAI_1.000000,1,25,12,12
107031,100,10,25,21,8138,250000,1,-32,0,NOAH,XRAI_1.000000,1,25,12,12
111342,100,10,25,22,5854,250000,1,-28,0,NOAH,XRAI_1.000000,1,25,12,12
115853,100,10,25,23,6408,250000,1,-26,0,NOAH,XRAI_1.000000,1,25,12,12
120564,100,10,25,24,11022,250000,1,-27,0,NOAH,XRAI_1.000000,1,25,12,12
125475,100,10,25,25,7436,250000,1,-32,-1,NOAH,XRAI_1.000000,1,25,12,12
130586,100,10,25,26,7159,250000,1,-28,0,NOAH,XRAI_1.000000,1,25,12,12
135897,100,10,25,27,7400,250000,1,-27,0,NOAH,XRAI_1.000000,1,25,12,12
141408,100,10,25,28,6311,250000,1,-28,0,NOAH,XRAI_1.000000,1,25,12,12
147119,100,10,25,29,6650,250000,1,-30,0,NOAH,XRAI_1.000000,1,25,12,12
250101,100,1,50,0,320277,500000,1,-85,-71,NOAH,XRAI_1.000000,1,50,25,25
250203,100,1,50,1,229830,500000,1,-85,-69,NOAH,XRAI_1.000000,1,50,25,25
250505,100,1,50,2,289384,500000,1,-83,-68,NOAH,XRAI_1.000000,1,50,25,25
251007,100,1,50,3,500000,500000,0.998959,-83,-67,NOAH,XRAI_1.000000,1,50,25,25
251709,100,1,50,4,161010,500000,1,-85,-71,NOAH,XRAI_1.000000,1,50,25,25
252611,100,1,50,5,500000,500000,0.9995,-81,-65,NOAH,XRAI_1.000000,1,50,25,25
253713,100,1,50,6,500000,500000,0.999711,-83,-67,NOAH,XRAI_1.000000,1,50,25,25
251,50,1,2,0,72,5000,1,-43,-24,NOAH,NSWAP,0.5,2,1,1
303,50,1,2,1,70,5000,1,-45,-29,NOAH,NSWAP,0.5,2,1,1
455,50,1,2,2,0,5000,1,-44,-26,NOAH,NSWAP,0.5,2,1,1
707,50,1,2,3,81,5000,1,-42,-30,NOAH,NSWAP,0.5,2,1,1
1059,50,1,2,4,0,5000,1,-43,-28,NOAH,NSWAP,0.5,2,1,1
1511,50,1,2,5,0,5000,1,-42,-27,NOAH,NSWAP,0.5,2,1,1
2063,50,1,2,6,119,5000,1,-42,-23,NOAH,NSWAP,0.5,2,1,1
2715,50,1,2,7,0,5000,1,-42,-26,NOAH,NSWAP,0.5,2,1,1
3467,50,1,2,8,0,5000,1,-44,-27,NOAH,NSWAP,0.5,2,1,1
4319,50,1,2,9,0,5000,1,-43,-23,NOAH,NSWAP,0.5,2,1,1
5271,50,1,2,10,74,5000,1,-42,-24,NOAH,NSWAP,0.5,2,1,1
6323,50,1,2,11,58,5000,1,-44,-27,NOAH,NSWAP,0.5,2,1,1
7475,50,1,2,12,0,5000,1,-46,-24,NOAH,NSWAP,0.5,2,1,1
8727,50,1,2,13,0,5000,1,-42,-24,NOAH,NSWAP,0.5,2,1,1
10079,50,1,2,14,76,5000,1,-43,-27,NOAH,NSWAP,0.5,2,1,1
11531,50,1,2,15,139,5000,1,-43,-26,NOAH,NSWAP,0.5,2,1,1
13083,50,1,2,16,93,5000,1,-45,-25,NOAH,NSWAP,0.5,2,1,1
14735,50,1,2,17,0,5000,1,-44,-27,NOAH,NSWAP,0.5,2,1,1
16487,50,1,2,18,0,5000,1,-43,-26,NOAH,NSWAP,0.5,2,1,1
18339,50,1,2,19,0,5000,1,-43,-25,NOAH,NSWAP,0.5,2,1,1
20291,50,1,2,20,112,5000,1,-41,-26,NOAH,NSWAP,0.5,2,1,1
22343,50,1,2,21,61,5000,1,-43,-29,NOAH,NSWAP,0.5,2,1,1
24495,50,1,2,22,50,5000,1,-42,-25,NOAH,NSWAP,0.5,2,1,1
26747,50,1,2,23,0,5000,1,-43,-26,NOAH,NSWAP,0.5,2,1,1
29099,50,1,2,24,55,5000,1,-43,-27,NOAH,NSWAP,0.5,2,1,1
31551,50,1,2,25,50,5000,1,-42,-25,NOAH,NSWAP,0.5,2,1,1
34103,50,1,2,26,69,5000,1,-43,-25,NOAH,NSWAP,0.5,2,1,1
36755,50,1,2,27,89,5000,1,-45,-27,NOAH,NSWAP,0.5,2,1,1
39507,50,1,2,28,0,5000,1,-43,-28,NOAH,NSWAP,0.5,2,1,1
42359,50,1,2,29,85,5000,1,-40,-23,NOAH,NSWAP,0.5,2,1,1
5051,50,1,10,0,22510,25000,1,-41,-26,NOAH,NSWAP,0.5,10,5,5
5103,50,1,10,1,25000,25000,0.966952,-40,-29,NOAH,NSWAP,0.5,10,5,5
5255,50,1,10,2,25000,25000,0.977031,-43,-28,NOAH,NSWAP,0.5,10,5,5
5507,50,1,10,3,25000,25000,0.951705,-42,-26,NOAH,NSWAP,0.5,10,5,5
5859,50,1,10,4,3140,25000,1,-40,-22,NOAH,NSWAP,0.5,10,5,5
6311,50,1,10,5,25000,25000,0.971138,-42,-24,NOAH,NSWAP,0.5,10,5,5
6863,50,1,10,6,25000,25000,0.971461,-38,-22,NOAH,NSWAP,0.5,10,5,5
7515,50,1,10,7,25000,25000,0.969577,-40,-27,NOAH,NSWAP,0.5,10,5,5
8267,50,1,10,8,25000,25000,0.970504,-42,-27,NOAH,NSWAP,0.5,10,5,5
9119,50,1,10,9,25000,25000,0.996958,-42,-23,NOAH,NSWAP,0.5,10,5,5
10071,50,1,10,10,25000,25000,0.967234,-39,-25,NOAH,NSWAP,0.5,10,5,5
11123,50,1,10,11,25000,25000,0.970037,-40,-24,NOAH,NSWAP,0.5,10,5,5
12275,50,1,10,12,7141,25000,1,-42,-25,NOAH,NSWAP,0.5,10,5,5
13527,50,1,10,13,25000,25000,0.967948,-40,-23,NOAH,NSWAP,0.5,10,5,5
14879,50,1,10,14,25000,25000,0.969124,-42,-24,NOAH,NSWAP,0.5,10,5,5
16331,50,1,10,15,25000,25000,0.963747,-41,-25,NOAH,NSWAP,0.5,10,5,5
17883,50,1,10,16,25000,25000,0.994731,-43,-26,NOAH,NSWAP,0.5,10,5,5
19535,50,1,10,17,25000,25000,0.966674,-41,-26,NOAH,NSWAP,0.5,10,5,5
21287,50,1,10,18,25000,25000,0.975662,-40,-24,NOAH,NSWAP,0.5,10,5,5
23139,50,1,10,19,25000,25000,0.968238,-40,-24,NOAH,NSWAP,0.5,10,5,5
25091,50,1,10,20,25000,25000,0.958958,-39,-25,NOAH,NSWAP,0.5,10,5,5
27143,50,1,10,21,25000,25000,0.977234,-40,-27,NOAH,NSWAP,0.5,10,5,5
29295,50,1,10,22,25000,25000,0.96973,-41,-20,NOAH,NSWAP,0.5,10,5,5
31547,50,1,10,23,25000,25000,0.971299,-40,-25,NOAH,NSWAP,0.5,10,5,5
33899,50,1,10,24,25000,25000,0.971138,-40,-20,NOAH,NSWAP,0.5,10,5,5
36351,50,1,10,25,15,25000,0.425228,-42,-28,NOAH,NSWAP,0.5,10,5,5
38903,50,1,10,26,25000,25000,0.967375,-40,-27,NOAH,NSWAP,0.5,10,5,5
41555,50,1,10,27,25000,25000,0.956868,-40,-22,NOAH,NSWAP,0.5,10,5,5
44307,50,1,10,28,25000,25000,0.964915,-41,-27,NOAH,NSWAP,0.5,10,5,5
47159,50,1,10,29,25000,25000,0.96518,-38,-25,NOAH,NSWAP,0.5,10,5,5
31301,50,1,25,0,62500,62500,0.981861,-40,-25,NOAH,NSWAP,0.5,25,12,12
31353,50,1,25,1,62500,62500,0.949997,-39,-22,NOAH,NSWAP,0.5,25,12,12
31505,50,1,25,2,62500,62500,0.948573,-39,-25,NOAH,NSWAP,0.5,25,12,12
31757,50,1,25,3,62500,62500,0.962002,-40,-27,NOAH,NSWAP,0.5,25,12,12
32109,50,1,25,4,62500,62500,0.971404,-40,-25,NOAH,NSWAP,0.5,25,12,12
32561,50,1,25,5,62500,62500,0.948089,-42,-27,NOAH,NSWAP,0.5,25,12,12
33113,50,1,25,6,62500,62500,0.925853,-38,-23,NOAH,NSWAP,0.5,25,12,12
33765,50,1,25,7,62500,62500,0.954199,-38,-27,NOAH,NSWAP,0.5,25,12,12
34517,50,1,25,8,62500,62500,0.966549,-40,-26,NOAH,NSWAP,0.5,25,12,12
35369,50,1,25,9,62500,62500,0.945328,-40,-25,NOAH,NSWAP,0.5,25,12,12
36321,50,1,25,10,62500,62500,0.943726,-38,-24,NOAH,NSWAP,0.5,25,12,12
37373,50,1,25,11,62500,62500,0.945113,-39,-26,NOAH,NSWAP,0.5,25,12,12
38525,50,1,25,12,62500,62500,0.941643,-40,-25,NOAH,NSWAP,0.5,25,12,12
39777,50,1,25,13,62500,62500,0.945353,-41,-27,NOAH,NSWAP,0.5,25,12,12
41129,50,1,25,14,62500,62500,0.940094,-40,-27,NOAH,NSWAP,0.5,25,12,12
42581,50,1,25,15,62500,62500,0.938043,-42,-26,NOAH,NSWAP,0.5,25,12,12
44133,50,1,25,16,62500,62500,0.963209,-39,-26,NOAH,NSWAP,0.5,25,12,12
45785,50,1,25,17,62500,62500,0.945353,-40,-26,NOAH,NSWAP,0.5,25,12,12
47537,50,1,25,18,62500,62500,0.943113,-39,-28,NOAH,NSWAP,0.5,25,12,12
49389,50,1,25,19,62500,62500,0.948533,-39,-25,NOAH,NSWAP,0.5,25,12,12
51341,50,1,25,20,62500,62500,0.949102,-41,-26,NOAH,NSWAP,0.5,25,12,12
53393,50,1,25,21,62500,62500,0.936417,-39,-26,NOAH,NSWAP,0.5,25,12,12
55545,50,1,25,22,62500,62500,0.93527,-40,-29,NOAH,NSWAP,0.5,25,12,12
57797,50,1,25,23,62500,62500,0.942615,-40,-24,NOAH,NSWAP,0.5,25,12,12
60149,50,1,25,24,62500,62500,0.950359,-38,-28,NOAH,NSWAP,0.5,25,12,12
62601,50,1,25,25,62500,62500,0.93946,-38,-27,NOAH,NSWAP,0.5,25,12,12
65153,50,1,25,26,62500,62500,0.948063,-40,-26,NOAH,NSWAP,0.5,25,12,12
67805,50,1,25,27,62500,62500,0.947004,-40,-22,NOAH,NSWAP,0.5,25,12,12
70557,50,1,25,28,62500,62500,0.942603,-41,-28,NOAH,NSWAP,0.5,25,12,12
73409,50,1,25,29,62500,62500,0.966136,-40,-27,NOAH,NSWAP,0.5,25,12,12
125051,50,1,50,0,125000,125000,0.944656,-38,-26,NOAH,NSWAP,0.5,50,25,25
125103,50,1,50,1,125000,125000,0.943512,-40,-27,NOAH,NSWAP,0.5,50,25,25
125255,50,1,50,2,125000,125000,0.943185,-39,-25,NOAH,NSWAP,0.5,50,25,25
125507,50,1,50,3,125000,125000,0.94233,-36,-24,NOAH,NSWAP,0.5,50,25,25
125859,50,1,50,4,125000,125000,0.937664,-37,-26,NOAH,NSWAP,0.5,50,25,25
126311,50,1,50,5,125000,125000,0.959996,-40,-27,NOAH,NSWAP,0.5,50,25,25
126863,50,1,50,6,125000,125000,0.941764,-38,-26,NOAH,NSWAP,0.5,50,25,25
127515,50,1,50,7,125000,125000,0.943944,-38,-25,NOAH,NSWAP,0.5,50,25,25
128267,50,1,50,8,125000,125000,0.941082,-38,-23,NOAH,NSWAP,0.5,50,25,25
129119,50,1,50,9,125000,125000,0.941606,-41,-29,NOAH,NSWAP,0.5,50,25,25
130071,50,1,50,10,125000,125000,0.944075,-39,-24,NOAH,NSWAP,0.5,50,25,25
131123,50,1,50,11,125000,125000,0.947,-39,-22,NOAH,NSWAP,0.5,50,25,25
132275,50,1,50,12,125000,125000,0.944084,-39,-24,NOAH,NSWAP,0.5,50,25,25
133527,50,1,50,13,125000,125000,0.946974,-40,-28,NOAH,NSWAP,0.5,50,25,25
134879,50,1,50,14,125000,125000,0.945566,-37,-24,NOAH,NSWAP,0.5,50,25,25
136331,50,1,50,15,125000,125000,0.940694,-38,-24,NOAH,NSWAP,0.5,50,25,25
137883,50,1,50,16,125000,125000,0.94142,-39,-26,NOAH,NSWAP,0.5,50,25,25
139535,50,1,50,17,125000,125000,0.944505,-39,-26,NOAH,NSWAP,0.5,50,25,25
141287,50,1,50,18,125000,125000,0.94413,-38,-27,NOAH,NSWAP,0.5,50,25,25
143139,50,1,50,19,125000,125000,0.942623,-39,-26,NOAH,NSWAP,0.5,50,25,25
145091,50,1,50,20,125000,125000,0.941697,-38,-27,NOAH,NSWAP,0.5,50,25,25
147143,50,1,50,21,125000,125000,0.941223,-37,-25,NOAH,NSWAP,0.5,50,25,25
149295,50,1,50,22,125000,125000,0.930683,-39,-28,NOAH,NSWAP,0.5,50,25,25
151547,50,1,50,23,125000,125000,0.944039,-37,-23,NOAH,NSWAP,0.5,50,25,25
153899,50,1,50,24,125000,125000,0.940648,-38,-26,NOAH,NSWAP,0.5,50,25,25
156351,50,1,50,25,125000,125000,0.932548,-39,-28,NOAH,NSWAP,0.5,50,25,25
158903,50,1,50,26,125000,125000,0.959055,-39,-25,NOAH,NSWAP,0.5,50,25,25
161555,50,1,50,27,125000,125000,0.966882,-39,-23,NOAH,NSWAP,0.5,50,25,25
164307,50,1,50,28,125000,125000,0.943966,-40,-27,NOAH,NSWAP,0.5,50,25,25
167159,50,1,50,29,125000,125000,0.964379,-40,-27,NOAH,NSWAP,0.5,50,25,25
251,50,1,2,0,42,5000,1,-41,-24,NOAH,XRAI_1.000000,0.5,2,1,1
303,50,1,2,1,52,5000,1,-43,-29,NOAH,XRAI_1.000000,0.5,2,1,1
455,50,1,2,2,0,5000,1,-44,-26,NOAH,XRAI_1.000000,0.5,2,1,1
707,50,1,2,3,30,5000,1,-42,-30,NOAH,XRAI_1.000000,0.5,2,1,1
1059,50,1,2,4,0,5000,1,-43,-28,NOAH,XRAI_1.000000,0.5,2,1,1
1511,50,1,2,5,0,5000,1,-42,-27,NOAH,XRAI_1.000000,0.5,2,1,1
2063,50,1,2,6,38,5000,1,-42,-23,NOAH,XRAI_1.000000,0.5,2,1,1
2715,50,1,2,7,0,5000,1,-42,-26,NOAH,XRAI_1.000000,0.5,2,1,1
3467,50,1,2,8,0,5000,1,-44,-27,NOAH,XRAI_1.000000,0.5,2,1,1
4319,50,1,2,9,0,5000,1,-43,-23,NOAH,XRAI_1.000000,0.5,2,1,1
5271,50,1,2,10,31,5000,1,-41,-24,NOAH,XRAI_1.000000,0.5,2,1,1
6323,50,1,2,11,44,5000,1,-42,-27,NOAH,XRAI_1.000000,0.5,2,1,1
7475,50,1,2,12,0,5000,1,-46,-24,NOAH,XRAI_1.000000,0.5,2,1,1
8727,50,1,2,13,0,5000,1,-42,-24,NOAH,XRAI_1.000000,0.5,2,1,1
10079,50,1,2,14,56,5000,1,-42,-27,NOAH,XRAI_1.000000,0.5,2,1,1
11531,50,1,2,15,35,5000,1,-44,-26,NOAH,XRAI_1.000000,0.5,2,1,1
13083,50,1,2,16,64,5000,1,-44,-25,NOAH,XRAI_1.000000,0.5,2,1,1
14735,50,1,2,17,0,5000,1,-44,-27,NOAH,XRAI_1.000000,0.5,2,1,1
16487,50,1,2,18,0,5000,1,-43,-26,NOAH,XRAI_1.000000,0.5,2,1,1
18339,50,1,2,19,0,5000,1,-43,-25,NOAH,XRAI_1.000000,0.5,2,1,1
20291,50,1,2,20,47,5000,1,-41,-26,NOAH,XRAI_1.000000,0.5,2,1,1
22343,50,1,2,21,74,5000,1,-42,-29,NOAH,XRAI_1.000000,0.5,2,1,1
24495,50,1,2,22,45,5000,1,-42,-25,NOAH,XRAI_1.000000,0.5,2,1,1
26747,50,1,2,23,0,5000,1,-43,-26,NOAH,XRAI_1.000000,0.5,2,1,1
29099,50,1,2,24,41,5000,1,-42,-27,NOAH,XRAI_1.000000,0.5,2,1,1
31551,50,1,2,25,40,5000,1,-42,-25,NOAH,XRAI_1.000000,0.5,2,1,1
34103,50,1,2,26,48,5000,1,-41,-25,NOAH,XRAI_1.000000,0.5,2,1,1
36755,50,1,2,27,41,5000,1,-44,-27,NOAH,XRAI_1.000000,0.5,2,1,1
39507,50,1,2,28,0,5000,1,-43,-28,NOAH,XRAI_1.000000,0.5,2,1,1
42359,50,1,2,29,50,5000,1,-40,-23,NOAH,XRAI_1.000000,0.5,2,1,1
259,50,3,2,0,35,5000,1,-29,-7,NOAH,XRAI_1.000000,0.5,2,1,1
313,50,3,2,1,39,5000,1,-28,-5,NOAH,XRAI_1.000000,0.5,2,1,1
467,50,3,2,2,0,5000,1,-27,-2,NOAH,XRAI_1.000000,0.5,2,1,1
721,50,3,2,3,37,5000,1,-31,-7,NOAH,XRAI_1.000000,0.5,2,1,1
1075,50,3,2,4,34,5000,1,-27,-5,NOAH,XRAI_1.000000,0.5,2,1,1
1529,50,3,2,5,34,5000,1,-28,-4,NOAH,XRAI_1.000000,0.5,2,1,1
2083,50,3,2,6,47,5000,1,-33,-10,NOAH,XRAI_1.000000,0.5,2,1,1
2737,50,3,2,7,0,5000,1,-28,-7,NOAH,XRAI_1.000000,0.5,2,1,1
3491,50,3,2,8,63,5000,1,-29,-6,NOAH,XRAI_1.000000,0.5,2,1,1
4345,50,3,2,9,0,5000,1,-34,-12,NOAH,XRAI_1.000000,0.5,2,1,1
5299,50,3,2,10,33,5000,1,-28,-4,NOAH,XRAI_1.000000,0.5,2,1,1
6353,50,3,2,11,0,5000,1,-31,-8,NOAH,XRAI_1.000000,0.5,2,1,1
7507,50,3,2,12,62,5000,1,-33,-3,NOAH,XRAI_1.000000,0.5,2,1,1
8761,50,3,2,13,93,5000,1,-30,-9,NOAH,XRAI_1.000000,0.5,2,1,1
10115,50,3,2,14,35,5000,1,-29,-6,NOAH,XRAI_1.000000,0.5,2,1,1
11569,50,3,2,15,0,5000,1,-31,-4,NOAH,XRAI_1.000000,0.5,2,1,1
13123,50,3,2,16,36,5000,1,-28,-7,NOAH,XRAI_1.000000,0.5,2,1,1
14777,50,3,2,17,0,5000,1,-32,-7,NOAH,XRAI_1.000000,0.5,2,1,1
16531,50,3,2,18,0,5000,1,-33,-10,NOAH,XRAI_1.000000,0.5,2,1,1
18385,50,3,2,19,0,5000,1,-29,-8,NOAH,XRAI_1.000000,0.5,2,1,1
20339,50,3,2,20,38,5000,1,-27,-4,NOAH,XRAI_1.000000,0.5,2,1,1
22393,50,3,2,21,76,5000,1,-29,-8,NOAH,XRAI_1.000000,0.5,2,1,1
24547,50,3,2,22,48,5000,1,-27,-7,NOAH,XRAI_1.000000,0.5,2,1,1
26801,50,3,2,23,0,5000,1,-26,-8,NOAH,XRAI_1.000000,0.5,2,1,1
29155,50,3,2,24,62,5000,1,-31,-9,NOAH,XRAI_1.000000,0.5,2,1,1
31609,50,3,2,25,38,5000,1,-30,-6,NOAH,XRAI_1.000000,0.5,2,1,1
34163,50,3,2,26,0,5000,1,-29,-8,NOAH,XRAI_1.000000,0.5,2,1,1
36817,50,3,2,27,46,5000,1,-32,-9,NOAH,XRAI_1.000000,0.5,2,1,1
39571,50,3,2,28,29,5000,1,-30,-8,NOAH,XRAI_1.000000,0.5,2,1,1
42425,50,3,2,29,0,5000,1,-28,-8,NOAH,XRAI_1.000000,0.5,2,1,1
275,50,5,2,0,33,5000,1,-17,0,NOAH,XRAI_1.000000,0.5,2,1,1
331,50,5,2,1,0,5000,1,-25,0,NOAH,XRAI_1.000000,0.5,2,1,1
487,50,5,2,2,72,5000,1,-22,0,NOAH,XRAI_1.000000,0.5,2,1,1
743,50,5,2,3,36,5000,1,-18,0,NOAH,XRAI_1.000000,0.5,2,1,1
1099,50,5,2,4,49,5000,1,-24,-2,NOAH,XRAI_1.000000,0.5,2,1,1
1555,50,5,2,5,38,5000,1,-23,-1,NOAH,XRAI_1.000000,0.5,2,1,1
2111,50,5,2,6,31,5000,1,-19,0,NOAH,XRAI_1.000000,0.5,2,1,1
2767,50,5,2,7,59,5000,1,-20,-1,NOAH,XRAI_1.000000,0.5,2,1,1
3523,50,5,2,8,0,5000,1,-22,-1,NOAH,XRAI_1.000000,0.5,2,1,1
4379,50,5,2,9,44,5000,1,-16,0,NOAH,XRAI_1.000000,0.5,2,1,1
5335,50,5,2,10,0,5000,1,-20,0,NOAH,XRAI_1.000000,0.5,2,1,1
6391,50,5,2,11,71,5000,1,-19,0,NOAH,XRAI_1.000000,0.5,2,1,1
